[18:28:30.4974] cted! Chip ID: 0xA0 
[18:28:30.4996] BNO055 initialized successfully! 
[18:28:30.5010] roll,pitch,yaw,qw,qx,qy,qz,accx,accy,accz,gyrox,gyroy,gyroz,svm,state,z_v,lever_offx,lever_offy 
-1.69,-5.56,274.62,0.7344,0.0258,0.0443,0.6768,-0.29,1.73,10.05,7.94,-11.62,49.88,10.20,0,1.70,0.0200,0.0044
-0.62,-6.06,272.38,0.7209,0.0342,0.0408,0.6910,-0.26,1.16,9.55,4.75,-10.62,19.38,9.62,0,1.70,0.0212,0.0014
0.00,-6.50,272.31,0.7202,0.0410,0.0394,0.6914,-0.29,0.71,9.42,9.06,-9.75,-7.38,9.45,0,1.70,0.0227,-0.0009
0.19,-7.38,272.94,0.7245,0.0492,0.0434,0.6862,-0.01,1.15,9.77,13.12,-2.62,-16.25,9.84,0,1.70,0.0261,-0.0023
0.50,-8.62,274.25,0.7310,0.0584,0.0482,0.6782,-0.96,2.10,10.00,32.25,-11.81,-15.81,10.26,0,1.70,0.0299,-0.0040
1.31,-9.50,275.69,0.7389,0.0695,0.0472,0.6685,1.06,1.71,9.37,5.69,-9.88,-21.19,9.58,0,1.70,0.0326,-0.0079
1.94,-9.88,276.12,0.7406,0.0756,0.0433,0.6663,0.70,2.25,9.45,-12.75,-14.31,9.50,9.74,0,1.70,0.0330,-0.0108
2.88,-9.12,275.38,0.7365,0.0764,0.0345,0.6713,0.68,1.30,9.04,-2.81,-4.06,8.75,9.16,0,1.70,0.0307,-0.0132
3.12,-9.19,274.94,0.7344,0.0778,0.0337,0.6734,0.61,1.89,9.49,0.56,-1.56,1.62,9.70,0,1.70,0.0309,-0.0138
3.38,-9.19,274.69,0.7328,0.0792,0.0326,0.6750,0.52,1.85,9.61,-1.56,-4.31,6.69,9.80,0,1.70,0.0309,-0.0144
3.75,-9.19,274.25,0.7302,0.0816,0.0299,0.6777,0.95,1.74,9.27,1.50,-2.56,2.12,9.48,0,1.70,0.0309,-0.0157
3.94,-9.19,274.12,0.7296,0.0826,0.0291,0.6783,0.18,1.54,9.77,-2.38,-2.81,1.38,9.89,0,1.70,0.0309,-0.0162
4.25,-9.12,273.94,0.7283,0.0838,0.0271,0.6796,0.81,1.48,9.33,0.00,1.00,0.12,9.48,0,1.70,0.0307,-0.0170
4.06,-9.12,274.00,0.7289,0.0826,0.0280,0.6791,0.53,1.66,9.59,1.31,2.19,-0.81,9.75,0,1.70,0.0306,-0.0165
3.94,-9.31,274.06,0.7291,0.0833,0.0300,0.6787,1.03,1.62,9.37,4.81,3.69,-2.56,9.56,0,1.70,0.0314,-0.0161
3.62,-9.81,274.06,0.7290,0.0843,0.0349,0.6784,0.23,1.99,9.68,2.38,2.31,0.62,9.89,0,1.70,0.0331,-0.0151
3.62,-9.69,274.06,0.7292,0.0837,0.0344,0.6783,0.76,1.33,9.53,1.19,2.25,-3.19,9.65,0,1.70,0.0327,-0.0151
3.56,-9.81,274.19,0.7294,0.0841,0.0353,0.6779,0.83,2.04,9.40,2.06,-0.62,1.69,9.65,0,1.70,0.0331,-0.0150
3.50,-9.75,274.19,0.7297,0.0833,0.0353,0.6778,0.62,1.86,9.46,0.19,0.12,1.88,9.66,0,1.70,0.0329,-0.0147
3.44,-9.75,274.25,0.7299,0.0831,0.0358,0.6776,0.64,1.83,9.49,0.94,2.00,-1.56,9.69,0,1.70,0.0330,-0.0146
3.38,-9.81,274.25,0.7299,0.0831,0.0362,0.6775,0.51,1.89,9.48,1.12,1.31,-1.31,9.68,0,1.70,0.0331,-0.0144
3.38,-9.81,274.31,0.7306,0.0829,0.0364,0.6768,0.68,1.88,9.34,-0.56,-0.44,-0.81,9.55,0,1.70,0.0331,-0.0144
3.19,-9.88,274.50,0.7319,0.0823,0.0378,0.6754,0.35,1.84,9.55,0.69,2.81,-4.69,9.73,0,1.70,0.0333,-0.0139
3.19,-9.81,274.75,0.7331,0.0820,0.0374,0.6741,0.52,1.78,9.53,-2.38,0.06,-6.38,9.71,0,1.70,0.0331,-0.0140
3.25,-9.88,274.88,0.7333,0.0832,0.0367,0.6737,0.58,1.63,9.57,-0.50,-4.56,2.81,9.73,0,1.70,0.0332,-0.0145
3.50,-9.88,274.62,0.7319,0.0841,0.0360,0.6752,0.61,1.82,9.29,0.31,3.94,4.62,9.49,0,1.70,0.0333,-0.0149
3.44,-9.94,274.44,0.7312,0.0842,0.0365,0.6760,0.19,1.78,9.56,1.38,-0.81,-1.12,9.73,0,1.70,0.0334,-0.0147
3.69,-9.94,274.44,0.7310,0.0855,0.0350,0.6761,0.82,2.20,9.44,2.50,-3.56,0.62,9.73,0,1.70,0.0334,-0.0155
3.75,-9.94,274.50,0.7310,0.0861,0.0344,0.6760,0.88,1.92,9.52,-1.81,-1.31,2.19,9.75,0,1.70,0.0334,-0.0159
3.62,-9.75,274.56,0.7318,0.0843,0.0345,0.6754,0.15,1.68,9.50,-2.19,5.25,-6.62,9.65,0,1.70,0.0329,-0.0154
3.56,-9.75,274.88,0.7336,0.0840,0.0344,0.6735,0.51,1.87,9.57,-2.12,-3.06,-6.75,9.76,0,1.70,0.0327,-0.0154
3.75,-9.69,275.06,0.7349,0.0845,0.0324,0.6721,1.17,1.94,9.45,-2.88,-0.19,-2.31,9.72,0,1.70,0.0322,-0.0161
3.56,-9.75,275.31,0.7363,0.0839,0.0341,0.6705,0.67,1.64,9.45,5.00,3.50,-3.25,9.61,0,1.70,0.0326,-0.0156
3.12,-10.19,275.38,0.7365,0.0845,0.0396,0.6700,0.60,1.84,9.42,8.94,7.88,-2.44,9.62,0,1.70,0.0343,-0.0143
2.62,-10.56,275.44,0.7364,0.0842,0.0452,0.6698,0.43,2.34,9.69,3.06,4.31,2.25,9.98,0,1.70,0.0359,-0.0127
2.44,-10.62,275.31,0.7360,0.0830,0.0464,0.6702,0.31,2.00,9.56,-1.44,1.19,0.62,9.77,0,1.70,0.0359,-0.0120
2.50,-10.62,275.25,0.7357,0.0834,0.0459,0.6707,0.60,1.82,9.29,1.69,0.31,-0.88,9.49,0,1.70,0.0359,-0.0122
2.44,-10.62,275.38,0.7363,0.0833,0.0464,0.6699,0.26,1.94,9.66,-2.06,-1.69,-0.94,9.86,0,1.70,0.0360,-0.0121
2.62,-10.62,275.25,0.7357,0.0844,0.0452,0.6705,0.52,1.93,9.63,-2.31,-1.25,1.81,9.84,0,1.70,0.0359,-0.0127
3.38,-10.56,274.56,0.7314,0.0878,0.0404,0.6750,1.00,1.62,9.10,-0.31,-7.56,10.88,9.30,0,1.70,0.0355,-0.0148
3.25,-10.69,274.44,0.7305,0.0882,0.0426,0.6759,-0.07,2.02,9.62,4.12,1.06,2.81,9.83,0,1.70,0.0363,-0.0143
3.50,-10.81,274.06,0.7283,0.0903,0.0415,0.6780,0.93,1.96,9.43,2.31,-4.94,8.62,9.68,0,1.70,0.0366,-0.0151
3.69,-10.94,273.81,0.7269,0.0918,0.0413,0.6794,0.09,1.89,9.55,4.94,-5.00,7.75,9.74,0,1.70,0.0369,-0.0155
4.19,-11.12,273.38,0.7234,0.0963,0.0395,0.6825,1.03,1.77,9.28,3.12,-5.25,8.00,9.50,0,1.70,0.0377,-0.0171
4.25,-11.06,273.12,0.7222,0.0961,0.0391,0.6838,0.61,1.89,9.43,-1.56,-0.25,6.56,9.64,0,1.70,0.0376,-0.0171
4.31,-11.12,272.69,0.7197,0.0964,0.0394,0.6864,0.67,2.28,9.50,5.62,-0.69,8.38,9.79,0,1.70,0.0378,-0.0170
4.75,-11.06,272.12,0.7160,0.0987,0.0359,0.6901,0.64,1.78,9.44,-2.75,-9.25,7.88,9.63,0,1.70,0.0375,-0.0184
5.19,-10.69,272.00,0.7156,0.0987,0.0316,0.6908,0.72,1.36,9.61,-5.88,-5.19,1.62,9.73,0,1.70,0.0363,-0.0195
5.19,-10.62,271.75,0.7143,0.0985,0.0316,0.6922,1.17,1.18,9.51,7.06,6.75,6.00,9.65,0,1.70,0.0363,-0.0194
4.81,-11.06,271.38,0.7108,0.0994,0.0367,0.6954,-0.76,2.83,9.13,5.31,-7.25,12.50,9.59,0,1.70,0.0381,-0.0180
6.00,-11.12,271.00,0.7089,0.1061,0.0304,0.6966,1.36,2.15,8.93,0.62,-18.44,2.38,9.29,0,1.70,0.0382,-0.0216
6.12,-10.56,271.25,0.7108,0.1035,0.0258,0.6953,0.56,2.25,11.20,-26.75,4.44,-4.62,11.44,0,1.70,0.0361,-0.0223
6.25,-8.56,270.81,0.7090,0.0895,0.0115,0.6994,1.10,1.69,7.94,-34.44,5.75,4.25,8.19,0,1.70,0.0283,-0.0222
5.50,-6.75,270.50,0.7083,0.0761,0.0070,0.7018,-0.24,0.78,10.16,-28.12,0.50,12.75,10.19,0,1.70,0.0234,-0.0196
6.56,-5.38,269.50,0.7021,0.0738,-0.0071,0.7081,3.06,0.96,7.98,-1.44,-5.44,11.69,8.60,0,1.70,0.0189,-0.0227
5.62,-6.00,269.56,0.7025,0.0723,0.0045,0.7079,0.60,1.22,9.53,18.75,15.00,-1.06,9.63,0,1.70,0.0217,-0.0190
4.44,-6.94,269.75,0.7041,0.0703,0.0154,0.7065,-0.75,1.83,9.63,0.06,15.38,-9.44,9.83,0,1.70,0.0242,-0.0154
4.06,-6.56,270.81,0.7108,0.0657,0.0148,0.7002,0.08,1.13,9.92,2.69,5.88,-22.62,9.98,0,1.70,0.0226,-0.0146
3.94,-6.69,271.69,0.7158,0.0667,0.0155,0.6949,2.20,0.74,9.55,3.12,-8.38,4.12,9.83,0,1.70,0.0230,-0.0148
3.69,-6.75,271.50,0.7147,0.0648,0.0182,0.6962,-0.60,1.27,10.36,-3.00,13.00,-3.06,10.45,0,1.70,0.0232,-0.0135
3.56,-6.38,271.50,0.7148,0.0622,0.0164,0.6964,0.32,1.70,9.38,-5.38,-5.06,-0.94,9.54,0,1.70,0.0220,-0.0132
3.81,-5.75,271.81,0.7172,0.0592,0.0109,0.6943,0.14,1.50,9.54,-12.50,-2.81,-12.94,9.66,0,1.70,0.0196,-0.0139
4.44,-5.19,272.44,0.7209,0.0596,0.0021,0.6905,2.19,1.03,9.16,-6.56,-14.44,-3.25,9.47,0,1.70,0.0171,-0.0166
4.50,-4.75,272.00,0.7181,0.0565,0.0009,0.6936,0.84,0.38,9.80,-5.88,10.19,4.62,9.84,0,1.70,0.0159,-0.0160
4.25,-3.94,270.94,0.7104,0.0504,-0.0032,0.7020,0.60,0.98,9.16,-6.81,1.56,26.38,9.23,0,1.70,0.0132,-0.0152
3.81,-3.56,270.12,0.7072,0.0456,-0.0015,0.7056,-1.02,0.78,10.40,-5.00,-0.31,2.81,10.48,0,1.70,0.0124,-0.0133
4.50,-2.94,269.50,0.7034,0.0461,-0.0095,0.7093,1.10,0.40,9.38,-11.50,-6.06,15.38,9.45,0,1.70,0.0104,-0.0157
4.75,-2.56,268.62,0.6963,0.0465,-0.0131,0.7161,1.25,0.36,9.28,6.56,-5.31,24.12,9.37,0,1.70,0.0097,-0.0167
4.25,-2.94,264.69,0.6729,0.0452,-0.0059,0.7383,2.97,0.63,9.38,0.69,31.44,80.69,9.86,0,1.70,0.0118,-0.0139
2.00,-3.25,261.56,0.6528,0.0320,0.0101,0.7568,-0.33,0.20,9.32,14.31,33.62,14.19,9.33,0,1.70,0.0123,-0.0053
0.69,-3.94,262.31,0.6586,0.0283,0.0226,0.7516,-1.15,1.38,10.18,10.50,1.62,-11.75,10.34,0,1.70,0.0145,-0.0006
1.00,-4.38,262.69,0.6603,0.0320,0.0231,0.7500,-0.51,1.00,9.79,0.38,-9.38,-4.25,9.85,0,1.70,0.0157,-0.0015
1.88,-4.56,263.38,0.6646,0.0391,0.0192,0.7459,0.65,0.60,9.24,7.75,-10.69,-12.69,9.28,0,1.70,0.0167,-0.0047
2.31,-4.94,263.88,0.6682,0.0444,0.0179,0.7424,0.76,1.03,9.91,-2.06,-8.12,-6.69,9.99,0,1.70,0.0180,-0.0065
2.62,-4.69,264.50,0.6718,0.0450,0.0146,0.7393,0.59,0.92,9.28,-2.88,-2.69,-9.88,9.34,0,1.70,0.0172,-0.0078
2.62,-4.62,265.06,0.6755,0.0447,0.0142,0.7359,0.67,0.72,9.67,0.06,-0.19,-5.75,9.72,0,1.70,0.0170,-0.0079
2.75,-4.81,265.19,0.6762,0.0466,0.0148,0.7351,0.33,0.98,9.94,1.44,-1.69,-1.38,9.99,0,1.70,0.0177,-0.0083
2.81,-4.94,265.19,0.6761,0.0476,0.0148,0.7350,0.60,0.62,9.87,-2.44,-0.44,-0.56,9.91,0,1.70,0.0180,-0.0085
3.00,-4.94,265.12,0.6758,0.0486,0.0140,0.7353,0.50,0.88,9.42,0.44,-2.38,-0.31,9.47,0,1.70,0.0181,-0.0090
3.12,-5.00,265.06,0.6752,0.0506,0.0135,0.7358,0.31,0.98,9.68,0.94,-5.75,0.25,9.73,0,1.70,0.0185,-0.0097
3.50,-5.06,265.06,0.6751,0.0527,0.0119,0.7358,0.71,1.18,9.59,1.19,-5.00,-1.44,9.69,0,1.70,0.0187,-0.0107
3.62,-5.06,265.19,0.6760,0.0537,0.0110,0.7348,0.88,0.66,9.53,-1.62,-0.12,0.06,9.59,0,1.70,0.0188,-0.0113
3.62,-5.12,265.06,0.6746,0.0539,0.0117,0.7361,0.43,0.76,9.47,1.94,1.44,5.31,9.51,0,1.70,0.0190,-0.0111
3.56,-5.25,264.81,0.6735,0.0540,0.0128,0.7371,0.51,0.86,9.72,0.12,-0.75,3.69,9.77,0,1.70,0.0193,-0.0108
3.50,-5.25,264.69,0.6728,0.0536,0.0132,0.7378,0.32,0.67,9.83,-1.69,4.00,-2.94,9.86,0,1.70,0.0194,-0.0105
3.44,-5.25,264.81,0.6737,0.0531,0.0133,0.7369,0.51,1.22,9.50,-3.00,-1.06,-2.56,9.59,0,1.70,0.0192,-0.0104
3.44,-5.19,265.06,0.6753,0.0530,0.0128,0.7355,0.40,1.17,9.58,-0.88,-3.00,-1.12,9.66,0,1.70,0.0190,-0.0106
3.69,-5.12,265.19,0.6761,0.0541,0.0110,0.7347,0.91,0.89,9.61,-2.62,-5.06,2.69,9.69,0,1.70,0.0189,-0.0114
3.69,-5.00,265.31,0.6767,0.0536,0.0103,0.7343,0.48,1.15,9.58,-1.19,0.88,2.06,9.66,0,1.70,0.0185,-0.0115
3.50,-5.00,265.44,0.6775,0.0523,0.0110,0.7336,0.01,1.16,9.55,-0.12,1.44,-5.69,9.62,0,1.70,0.0183,-0.0110
3.50,-4.94,265.62,0.6786,0.0522,0.0106,0.7325,0.53,0.90,9.60,-0.50,1.62,-3.44,9.66,0,1.70,0.0182,-0.0111
3.50,-4.88,265.69,0.6795,0.0511,0.0107,0.7318,0.59,0.73,9.66,-1.06,4.19,-5.69,9.71,0,1.70,0.0179,-0.0108
3.19,-4.88,265.94,0.6812,0.0499,0.0120,0.7303,0.58,0.90,9.53,-1.00,-0.31,-1.19,9.59,0,1.70,0.0178,-0.0101
3.12,-4.75,266.25,0.6829,0.0486,0.0118,0.7288,0.36,1.00,9.70,-2.44,1.19,-7.06,9.76,0,1.70,0.0174,-0.0098
3.25,-4.75,266.19,0.6825,0.0493,0.0108,0.7291,1.00,0.78,9.58,-8.56,0.12,2.50,9.66,0,1.70,0.0173,-0.0103
3.06,-4.31,266.25,0.6830,0.0453,0.0087,0.7289,0.27,0.88,9.75,-5.06,1.69,-0.88,9.79,0,1.70,0.0156,-0.0098
3.12,-4.25,266.06,0.6819,0.0455,0.0080,0.7300,0.25,0.95,9.51,-0.94,1.00,0.00,9.56,0,1.70,0.0155,-0.0101
3.19,-4.19,266.06,0.6819,0.0457,0.0079,0.7299,0.52,0.76,9.61,-3.25,-1.69,-0.62,9.65,0,1.70,0.0155,-0.0102
3.25,-4.12,266.12,0.6823,0.0458,0.0072,0.7296,0.71,0.76,9.72,1.06,1.50,-1.88,9.78,0,1.70,0.0153,-0.0104
3.12,-4.25,266.25,0.6830,0.0455,0.0082,0.7289,0.82,0.68,9.47,-0.75,0.81,-0.12,9.53,0,1.70,0.0155,-0.0100
3.00,-4.38,266.31,0.6833,0.0454,0.0098,0.7286,0.46,0.78,9.73,1.19,2.31,-0.38,9.77,0,1.70,0.0159,-0.0095
3.00,-4.56,266.31,0.6834,0.0469,0.0110,0.7285,0.54,0.63,9.79,2.25,-2.00,-1.25,9.83,0,1.70,0.0167,-0.0096
3.25,-4.38,266.19,0.6826,0.0466,0.0081,0.7292,0.58,1.56,9.47,-5.44,0.12,-0.75,9.62,0,1.70,0.0158,-0.0104
3.31,-4.06,266.12,0.6824,0.0459,0.0062,0.7295,0.35,0.76,9.58,-3.38,-6.38,3.88,9.62,0,1.70,0.0151,-0.0107
3.62,-3.88,265.94,0.6813,0.0468,0.0032,0.7305,0.90,0.55,9.36,0.44,1.19,-1.38,9.42,0,1.70,0.0145,-0.0118
3.38,-3.94,266.12,0.6825,0.0449,0.0051,0.7295,0.46,0.80,9.57,-1.75,4.81,-2.50,9.61,0,1.70,0.0145,-0.0108
3.19,-4.06,266.19,0.6826,0.0448,0.0071,0.7294,0.43,0.95,9.75,1.25,-0.75,2.75,9.81,0,1.70,0.0150,-0.0102
3.25,-4.19,266.19,0.6826,0.0462,0.0071,0.7293,0.53,0.87,9.54,2.50,-1.00,-1.38,9.59,0,1.70,0.0154,-0.0105
3.44,-4.31,266.12,0.6819,0.0485,0.0070,0.7299,0.24,0.65,9.74,4.50,-5.50,2.75,9.76,0,1.70,0.0161,-0.0112
3.44,-4.56,266.12,0.6819,0.0494,0.0087,0.7297,0.52,0.83,9.68,1.00,5.56,-4.44,9.73,0,1.70,0.0168,-0.0109
3.38,-4.56,266.06,0.6819,0.0492,0.0092,0.7297,0.65,0.57,9.59,-1.94,-0.50,0.56,9.63,0,1.70,0.0169,-0.0107
3.19,-4.62,266.12,0.6823,0.0483,0.0109,0.7294,0.53,0.99,9.74,1.50,5.19,-3.00,9.80,0,1.70,0.0171,-0.0100
3.00,-4.56,266.12,0.6822,0.0470,0.0112,0.7296,0.67,0.68,9.48,0.25,-2.19,3.81,9.53,0,1.70,0.0168,-0.0095
3.06,-4.75,266.12,0.6821,0.0479,0.0119,0.7296,0.47,0.90,9.76,0.75,0.38,-2.31,9.81,0,1.70,0.0172,-0.0096
3.12,-4.88,266.12,0.6819,0.0496,0.0125,0.7296,0.74,0.87,9.44,1.50,-1.88,2.19,9.51,0,1.70,0.0179,-0.0099
3.19,-4.94,266.00,0.6814,0.0502,0.0126,0.7301,0.57,0.95,9.66,0.81,-1.69,1.31,9.72,0,1.70,0.0181,-0.0100
3.38,-4.94,265.94,0.6808,0.0513,0.0117,0.7306,0.63,0.76,9.61,0.88,0.75,-1.25,9.66,0,1.70,0.0182,-0.0106
3.38,-4.94,265.94,0.6808,0.0513,0.0115,0.7306,0.65,0.76,9.55,-0.25,-1.12,0.50,9.60,0,1.70,0.0181,-0.0106
3.38,-4.94,265.94,0.6810,0.0515,0.0114,0.7304,0.74,1.10,9.60,2.94,0.00,0.25,9.69,0,1.70,0.0182,-0.0107
3.31,-5.06,266.06,0.6817,0.0523,0.0126,0.7297,0.72,1.04,9.69,4.62,-2.31,0.12,9.77,0,1.70,0.0187,-0.0106
3.44,-5.69,266.06,0.6814,0.0565,0.0155,0.7296,0.48,1.69,9.45,-0.75,-2.31,2.25,9.61,0,1.70,0.0207,-0.0109
3.62,-5.81,266.00,0.6810,0.0579,0.0153,0.7298,0.87,1.27,9.59,2.69,-2.62,3.12,9.71,0,1.70,0.0211,-0.0113
3.62,-5.81,266.06,0.6816,0.0574,0.0154,0.7292,0.42,1.26,9.69,-7.75,3.50,-3.06,9.78,0,1.70,0.0209,-0.0111
3.50,-4.69,266.12,0.6819,0.0497,0.0084,0.7297,0.28,0.95,9.52,-11.62,0.88,1.50,9.57,0,1.70,0.0168,-0.0111
3.44,-4.62,266.06,0.6818,0.0499,0.0087,0.7297,0.64,0.99,9.69,3.56,0.19,0.00,9.76,0,1.70,0.0170,-0.0111
3.50,-4.56,266.06,0.6819,0.0499,0.0083,0.7297,0.81,0.94,9.64,1.12,-1.31,2.62,9.72,0,1.70,0.0168,-0.0112
3.50,-4.88,266.06,0.6817,0.0515,0.0097,0.7297,0.58,1.78,9.59,-3.81,-0.19,-1.69,9.77,0,1.70,0.0177,-0.0112
3.62,-4.88,266.06,0.6816,0.0524,0.0096,0.7298,1.04,1.44,9.42,0.75,-1.62,2.62,9.59,0,1.70,0.0179,-0.0115
3.62,-4.94,265.94,0.6810,0.0527,0.0100,0.7303,0.50,1.23,9.57,3.69,1.69,0.31,9.66,0,1.70,0.0181,-0.0114
3.56,-5.00,265.88,0.6804,0.0531,0.0107,0.7309,0.88,0.82,9.52,1.38,-0.56,3.44,9.60,0,1.70,0.0184,-0.0113
3.56,-5.06,265.88,0.6805,0.0533,0.0114,0.7307,0.67,0.79,9.61,-1.69,2.12,-2.00,9.67,0,1.70,0.0187,-0.0112
3.50,-5.19,265.94,0.6808,0.0535,0.0122,0.7304,0.48,1.12,9.53,0.88,1.31,-1.12,9.61,0,1.70,0.0190,-0.0110
3.44,-5.19,265.94,0.6808,0.0532,0.0126,0.7305,0.52,0.83,9.60,0.81,1.31,-1.06,9.65,0,1.70,0.0190,-0.0108
3.44,-5.25,265.94,0.6806,0.0535,0.0133,0.7306,0.74,1.02,9.55,1.31,-0.62,0.94,9.63,0,1.70,0.0192,-0.0107
3.31,-5.31,265.94,0.6809,0.0530,0.0142,0.7303,0.44,0.94,9.65,-0.88,0.81,-1.12,9.71,0,1.70,0.0194,-0.0103
3.25,-5.25,266.06,0.6815,0.0524,0.0142,0.7297,0.44,0.95,9.45,0.50,0.94,-0.25,9.51,0,1.70,0.0192,-0.0101
3.19,-5.50,266.06,0.6813,0.0535,0.0161,0.7299,0.39,0.95,9.76,1.69,1.19,0.25,9.81,0,1.70,0.0200,-0.0099
3.12,-5.69,266.06,0.6815,0.0540,0.0174,0.7296,0.89,0.36,9.84,-5.94,0.88,0.81,9.89,0,1.70,0.0205,-0.0096
3.12,-5.69,266.06,0.6818,0.0538,0.0176,0.7294,0.37,1.19,9.56,-0.62,-0.25,-0.69,9.64,0,1.70,0.0205,-0.0096
3.12,-5.69,266.19,0.6823,0.0540,0.0178,0.7289,0.62,1.26,9.68,1.62,-0.81,-1.50,9.78,0,1.70,0.0206,-0.0096
3.19,-5.75,266.19,0.6821,0.0546,0.0175,0.7290,0.77,1.14,9.56,-0.06,-2.62,1.75,9.66,0,1.70,0.0207,-0.0098
3.19,-5.75,266.12,0.6818,0.0547,0.0175,0.7293,0.40,1.33,9.54,0.56,1.81,0.25,9.64,0,1.70,0.0207,-0.0098
3.19,-5.75,266.06,0.6815,0.0547,0.0174,0.7296,0.13,1.32,9.65,-3.69,-2.88,2.81,9.74,0,1.70,0.0207,-0.0098
3.25,-5.69,266.12,0.6821,0.0553,0.0168,0.7290,0.66,1.01,9.30,2.31,-0.62,-1.88,9.38,0,1.70,0.0207,-0.0102
3.19,-5.94,266.25,0.6826,0.0563,0.0190,0.7284,0.93,1.22,9.74,2.56,1.56,-1.62,9.86,0,1.70,0.0216,-0.0099
3.00,-6.06,266.19,0.6821,0.0557,0.0205,0.7288,0.33,1.33,9.89,0.94,5.06,1.56,9.98,0,1.70,0.0218,-0.0092
2.94,-6.00,266.12,0.6818,0.0549,0.0207,0.7292,0.04,1.23,9.60,-4.06,-1.94,-1.19,9.68,0,1.70,0.0216,-0.0089
3.12,-5.88,266.31,0.6832,0.0554,0.0184,0.7278,1.00,1.24,9.10,0.44,-2.69,-2.94,9.24,0,1.70,0.0211,-0.0098
3.12,-6.00,266.19,0.6823,0.0562,0.0192,0.7287,0.76,1.25,9.58,3.12,3.81,3.25,9.69,0,1.70,0.0216,-0.0097
3.19,-5.94,266.00,0.6812,0.0560,0.0186,0.7297,0.26,0.73,9.91,-5.06,-3.62,0.75,9.94,0,1.70,0.0214,-0.0098
3.31,-5.81,266.12,0.6822,0.0560,0.0175,0.7288,0.49,1.00,9.60,-0.88,1.56,-4.00,9.66,0,1.70,0.0211,-0.0102
3.38,-5.75,266.25,0.6827,0.0561,0.0164,0.7284,1.01,1.30,9.42,-0.56,-2.25,-1.12,9.56,0,1.70,0.0208,-0.0105
3.44,-5.75,266.31,0.6829,0.0563,0.0160,0.7282,0.97,1.17,9.59,-0.75,0.00,0.81,9.71,0,1.70,0.0208,-0.0107
3.31,-5.75,266.31,0.6830,0.0559,0.0169,0.7280,0.31,1.22,9.53,2.50,-0.19,1.75,9.61,0,1.70,0.0209,-0.0104
3.38,-5.81,266.25,0.6827,0.0562,0.0168,0.7283,0.58,0.92,9.66,-0.75,0.44,0.69,9.72,0,1.70,0.0209,-0.0104
3.25,-5.81,266.12,0.6818,0.0557,0.0175,0.7292,0.25,1.22,9.68,0.00,3.00,-1.62,9.76,0,1.70,0.0210,-0.0101
3.31,-5.81,266.12,0.6819,0.0559,0.0173,0.7291,0.57,1.00,9.57,-1.81,-0.31,-0.94,9.64,0,1.70,0.0210,-0.0102
3.25,-5.88,266.12,0.6818,0.0558,0.0182,0.7292,0.51,1.27,9.76,2.38,3.31,-0.25,9.86,0,1.70,0.0212,-0.0099
3.25,-5.88,266.06,0.6815,0.0560,0.0182,0.7295,0.56,1.11,9.64,-1.44,-1.88,0.19,9.72,0,1.70,0.0213,-0.0100
3.25,-5.81,266.12,0.6819,0.0560,0.0178,0.7290,0.90,0.98,9.57,1.50,1.94,0.12,9.66,0,1.70,0.0212,-0.0101
3.19,-5.88,266.12,0.6819,0.0558,0.0181,0.7291,0.43,0.93,9.64,-2.69,-1.12,-0.12,9.69,0,1.70,0.0212,-0.0099
3.25,-5.94,266.19,0.6824,0.0563,0.0186,0.7286,0.40,1.11,9.57,3.81,0.94,-2.00,9.64,0,1.70,0.0215,-0.0100
3.25,-6.06,266.12,0.6818,0.0571,0.0194,0.7291,0.53,1.27,9.67,-0.31,0.06,0.94,9.77,0,1.70,0.0220,-0.0099
3.25,-6.00,266.25,0.6824,0.0567,0.0189,0.7285,-0.12,2.19,9.69,-1.62,-2.50,-3.44,9.94,0,1.70,0.0217,-0.0100
3.56,-5.69,266.44,0.6838,0.0569,0.0147,0.7273,0.86,0.90,9.29,-1.69,-2.38,-3.50,9.37,0,1.70,0.0206,-0.0113
3.69,-5.56,266.56,0.6850,0.0570,0.0130,0.7262,0.90,1.13,9.46,-2.94,-2.31,-3.12,9.57,0,1.70,0.0201,-0.0118
3.75,-5.50,266.69,0.6853,0.0571,0.0126,0.7260,0.67,0.94,9.61,0.25,1.94,-1.00,9.68,0,1.70,0.0200,-0.0120
3.62,-5.44,266.75,0.6858,0.0562,0.0126,0.7255,0.47,0.92,9.47,-1.19,-1.00,0.00,9.53,0,1.70,0.0198,-0.0118
3.69,-5.44,266.75,0.6860,0.0563,0.0124,0.7253,0.66,1.04,9.57,-0.56,0.12,-0.38,9.65,0,1.70,0.0197,-0.0119
3.69,-5.44,266.81,0.6863,0.0564,0.0124,0.7250,0.48,0.90,9.54,0.38,-0.69,-1.31,9.59,0,1.70,0.0198,-0.0119
3.62,-5.44,267.00,0.6876,0.0561,0.0126,0.7238,0.67,1.09,9.59,-2.00,-0.25,-1.62,9.67,0,1.70,0.0197,-0.0118
3.75,-5.25,267.00,0.6874,0.0557,0.0107,0.7240,0.80,0.84,9.54,-1.56,0.19,-1.56,9.61,0,1.70,0.0191,-0.0122
3.81,-5.19,266.94,0.6873,0.0558,0.0098,0.7242,0.75,0.87,9.55,-3.25,-2.50,2.38,9.62,0,1.70,0.0189,-0.0125
4.00,-5.06,266.88,0.6868,0.0560,0.0082,0.7247,0.89,0.69,9.49,-0.75,-2.69,1.38,9.56,0,1.70,0.0185,-0.0130
